typ,    seq#,  sec. ms,   mV,ev,^,pre, addr,i,dcc                       ,TCS,TS1,TS2,TCE,J1,J2,p,P,ch1   ,ch2
PKT,   38010, 5393.954,13600,00,f, 12, 1010,S,c3f23f818f                , 31,   ,187,454,  ,10, ,+,      ,0f0f
PKT,   38011, 5393.963,13400,00,f, 12,  255,i,ff00ff                    , 31,   ,   ,454,  ,  , , ,      ,
PKT,   38012, 5393.969,13400,00,f, 12,  255,i,ff00ff                    , 31,   ,   ,454,  ,  , , ,      ,
PKT,   38013, 5393.975,13400,00,f, 12,  253,#,fdf09d8d0300c5db          , 31,   ,   ,454,  ,  , , ,      ,
PKT,   38014, 5393.989,13400,00,f, 12, 1012,S,c3f43f8189                , 31,   ,184,454,  , 3, ,+,      ,0f0f
PKT,   38015, 5393.998,13600,00,f, 12,  255,i,ff00ff                    , 31,   ,   ,454,  ,  , , ,      ,
PKT,   38016, 5394.004,13600,00,f, 12, 1004,f,c3ec80af                  , 31,   ,197,454,  ,13, ,-,      ,5959935a7296
PKT,   38017, 5394.012,13600,00,f, 12,  255,i,ff00ff                    , 31,   ,   ,454,  ,  , , ,      ,
PKT,   38018, 5394.018,13600,00,f, 12,  255,i,ff00ff                    , 31,   ,   ,454,  ,  , , ,      ,
PKT,   38019, 5394.024,13600,00,f, 12,  255,i,ff00ff                    , 31,   ,   ,454,  ,  , , ,      ,
PKT,   38020, 5394.030,13600,00,f, 12,  255,i,ff00ff                    , 30,   ,   ,454,  ,  , , ,      ,
PKT,   38021, 5394.036,13600,00,f, 12,  255,i,ff00ff                    , 31,   ,   ,454,  ,  , , ,      ,
PKT,   38022, 5394.043,13600,00,f, 12, 1006,f,c3ee80ad                  , 30,   ,196,454,  , 1, ,+,      ,5959935a7496
PKT,   38023, 5394.050,13600,00,f, 12, 1008,f,c3f080b3                  , 31,   ,197,454,  , 1, ,-,      ,5959935a7296
PKT,   38024, 5394.058,13600,00,f, 12,  255,i,ff00ff                    , 31,   ,   ,454,  ,  , , ,      ,
PKT,   38025, 5394.064,13600,00,f, 12,  255,i,ff00ff                    , 31,   ,   ,454,  ,  , , ,      ,
PKT,   38026, 5394.071,13600,00,f, 12,  255,i,ff00ff                    , 31,   ,   ,454,  ,  , , ,      ,
PKT,   38027, 5394.077,13600,00,f, 12,  254,:,feff9d8d0312              , 27,   ,   ,460,  ,  , , ,      ,
PKT,   38028, 5394.087,13400,00,f, 12, 1010,f,c3f2b081                  , 30,   ,185,454,  ,12, ,+,      ,0f0f
PKT,   38029, 5394.095,13600,00,f, 12,  255,i,ff00ff                    , 31,   ,   ,454,  ,  , , ,      ,
PKT,   38030, 5394.101,13600,00,f, 12,  255,i,ff00ff                    , 30,   ,   ,454,  ,  , , ,      ,
PKT,   38031, 5394.107,13600,00,f, 12,  255,i,ff00ff                    , 31,   ,   ,454,  ,  , , ,      ,
PKT,   38032, 5394.113,13600,00,f, 12, 1012,f,c3f4b087                  , 31,   ,185,454,  , 0, ,+,      ,0f0f
PKT,   38033, 5394.121,13600,00,f, 12,  255,i,ff00ff                    , 31,   ,   ,454,  ,  , , ,      ,
PKT,   38034, 5394.127,13400,00,f, 12, 1004,S,c3ec3f8191                , 30,   ,197,454,  ,12, ,-,      ,5aac8e5aac8d
PKT,   38035, 5394.136,13600,00,f, 12,  255,i,ff00ff                    , 31,   ,   ,454,  ,  , , ,      ,
PKT,   38036, 5394.142,13400,00,f, 12,  255,i,ff00ff                    , 30,   ,   ,454,  ,  , , ,      ,
PKT,   38037, 5394.149,13600,00,f, 12,  255,i,ff00ff                    , 31,   ,   ,454,  ,  , , ,      ,
PKT,   38038, 5394.155,13600,00,f, 12,  255,i,ff00ff                    , 31,   ,   ,454,  ,  , , ,      ,
PKT,   38039, 5394.161,13600,00,f, 12,  255,i,ff00ff                    , 30,   ,   ,454,  ,  , , ,      ,
PKT,   38040, 5394.167,13600,00,f, 12,  255,i,ff00ff                    , 31,   ,   ,454,  ,  , , ,      ,
PKT,   38041, 5394.173,13600,00,f, 12,  253,#,fdf09d8d0300c5db          , 31,   ,   ,454,  ,  , , ,      ,
PKT,   38042, 5394.186,13600,00,f, 12, 1006,S,c3ee3f8193                , 30,   ,196,454,  , 1, ,+,      ,5aac8e5aac8d
PKT,   38043, 5394.196,13400,00,f, 12, 1008,S,c3f03f818d                , 30,   ,197,454,  , 1, ,-,      ,5aac8e5aac8d
